Value,Date
2561.225429,03/07/2017
2421.26,02/07/2017
2501.191343,01/07/2017
2477.641375,30/06/2017
2558.3,29/06/2017
2585.349186,28/06/2017
2517.903114,27/06/2017
2502.03,26/06/2017
2512.366286,25/06/2017
2589.164888,24/06/2017
2713.48,23/06/2017
2727.288013,22/06/2017
2671.04325,21/06/2017
2600,20/06/2017
2617.210263,19/06/2017
2507.389252,18/06/2017
2477.94,17/06/2017
2464.959814,16/06/2017
2442.48025,15/06/2017
2706,14/06/2017
2748.185086,13/06/2017
2657.675063,12/06/2017
2898.63,11/06/2017
2845.372857,10/06/2017
2827.4913,09/06/2017
2683.03,08/06/2017
2664.920863,07/06/2017
2883.313697,06/06/2017
2529.53,05/06/2017
2516.173143,04/06/2017
2525.765158,03/06/2017
2409.93,02/06/2017
2399.242671,01/06/2017
2285.933914,31/05/2017
2290.02,30/05/2017
2275.9307,29/05/2017
2192.9808,28/05/2017
2279.82,27/05/2017
2211.976857,26/05/2017
2387.206286,25/05/2017
2256.32,24/05/2017
2287.710288,23/05/2017
2090.662313,22/05/2017
2008.84,21/05/2017
2052.909788,20/05/2017
1961.520488,19/05/2017
1783.98,18/05/2017
1807.485063,17/05/2017
1739.031975,16/05/2017
1780,15/05/2017
1776.3165,14/05/2017
1771.920013,13/05/2017
1829,12/05/2017
1820.990563,11/05/2017
1762.88625,10/05/2017
1651.1,09/05/2017
1640.619225,08/05/2017
1535.868429,07/05/2017
1518.75,06/05/2017
1533.335071,05/05/2017
1508.292125,04/05/2017
1447.55,03/05/2017
1452.076288,02/05/2017
1417.172813,01/05/2017
1333,30/04/2017
1334.979038,29/04/2017
1331.294429,28/04/2017
1288.02,27/04/2017
1309.109875,26/04/2017
1279.414688,25/04/2017
1240.84,24/04/2017
1257.988113,23/04/2017
1261.311225,22/04/2017
1236.63,21/04/2017
1241.686325,20/04/2017
1217.930088,19/04/2017
1176.97,18/04/2017
1205.634875,17/04/2017
1186.927413,16/04/2017
1170.36,15/04/2017
1185.260057,14/04/2017
1180.023713,13/04/2017
1219.09,12/04/2017
1226.617038,11/04/2017
1207.744875,10/04/2017
1184.03,09/04/2017
1181.149838,08/04/2017
1190.45425,07/04/2017
1133.53,06/04/2017
1133.079314,05/04/2017
1141.600363,04/04/2017
1079.99,03/04/2017
1099.169125,02/04/2017
1086.929571,01/04/2017
1034.74,31/03/2017
1037.90455,30/03/2017
1040.5755,29/03/2017
1041.04,28/03/2017
1037.22925,27/03/2017
956.7863125,26/03/2017
927.93,25/03/2017
941.9197143,24/03/2017
1038.789,23/03/2017
1113,22/03/2017
1118.630043,21/03/2017
1049.084488,20/03/2017
967.69,19/03/2017
952.2323625,18/03/2017
1091.171888,17/03/2017
1257,16/03/2017
1257.399625,15/03/2017
1245.370786,14/03/2017
1227.68,13/03/2017
1227.494625,12/03/2017
1179.159875,11/03/2017
1192.09,10/03/2017
1192.469143,09/03/2017
1157.3933,08/03/2017
1279.5,07/03/2017
1275.197375,06/03/2017
1270.9333,05/03/2017
1287,04/03/2017
1285.14,03/03/2017
1259.410817,02/03/2017
1190.89,01/03/2017
1187.565286,28/02/2017
1190.75195,27/02/2017
1150.37,26/02/2017
1150.605714,25/02/2017
1174.86625,24/02/2017
1130.01,23/02/2017
1123.223188,22/02/2017
1123.788429,21/02/2017
1050.87,20/02/2017
1052.779286,19/02/2017
1056.637138,18/02/2017
1035.2,17/02/2017
1035.208125,16/02/2017
1012.325988,15/02/2017
1001.2,14/02/2017
999.877375,13/02/2017
1000.604625,12/02/2017
997.59,11/02/2017
999.1035,10/02/2017
976.103,09/02/2017
1052.84,08/02/2017
1050.11,07/02/2017
1024.01375,06/02/2017
1034.07,05/02/2017
1030.999413,04/02/2017
1013.027,03/02/2017
983.42,02/02/2017
979.703875,01/02/2017
964.706075,31/01/2017
912.19,30/01/2017
915.933,29/01/2017
920.31225,28/01/2017
915.05,27/01/2017
915.95625,26/01/2017
893.045625,25/01/2017
919.97,24/01/2017
922.0736125,23/01/2017
918.603625,22/01/2017
895.64,21/01/2017
893.6210875,20/01/2017
895.798875,19/01/2017
906.6,18/01/2017
903.84,17/01/2017
830.5,16/01/2017
819.55,15/01/2017
817.91,14/01/2017
826.29,13/01/2017
780.92,12/01/2017
785.22,11/01/2017
906.05,10/01/2017
910.49,09/01/2017
908.14,08/01/2017
896.83,07/01/2017
999.65,06/01/2017
994.67,05/01/2017
1126.76,04/01/2017
1013.42,03/01/2017
1015.97,02/01/2017
997.72,01/01/2017
958.12,31/12/2016
952.15,30/12/2016
963.38,29/12/2016
930.34,28/12/2016
930.37,27/12/2016
897.33,26/12/2016
892.6,25/12/2016
891.61,24/12/2016
901.31,23/12/2016
834.97,22/12/2016
824.21,21/12/2016
793.09,20/12/2016
788.67,19/12/2016
788.4,18/12/2016
788.7,17/12/2016
775.88,16/12/2016
776.75,15/12/2016
774.89,14/12/2016
777.99,13/12/2016
777,12/12/2016
777,11/12/2016
769.08,10/12/2016
770.02,09/12/2016
769.72,08/12/2016
758.99,07/12/2016
756.62,06/12/2016
754.63,05/12/2016
762.97,04/12/2016
764.33,03/12/2016
772.43,02/12/2016
742.05,01/12/2016
742.69,30/11/2016
732.71,29/11/2016
727.31,28/11/2016
727.96,27/11/2016
733.67,26/11/2016
735.64,25/11/2016
737.45,24/11/2016
741.63,23/11/2016
736.97,22/11/2016
738.53,21/11/2016
729.06,20/11/2016
748.98,19/11/2016
747.52,18/11/2016
736.96,17/11/2016
711.73,16/11/2016
710.91,15/11/2016
706.46,14/11/2016
702.28,13/11/2016
703.71,12/11/2016
715.45,11/11/2016
721.5,10/11/2016
720.93,09/11/2016
708.97,08/11/2016
709.96,07/11/2016
712,06/11/2016
704.79,05/11/2016
683.69,04/11/2016
686.17,03/11/2016
733.33,02/11/2016
697.01,01/11/2016
702,31/10/2016
698,30/10/2016
685.91,29/10/2016
687.68,28/10/2016
682.22,27/10/2016
651.45,26/10/2016
655.31,25/10/2016
651.39,24/10/2016
653.25,23/10/2016
655.48,22/10/2016
631.92,21/10/2016
627.72,20/10/2016
629.25,19/10/2016
636.29,18/10/2016
638.97,17/10/2016
641.42,16/10/2016
637.94,15/10/2016
634.02,14/10/2016
635.96,13/10/2016
635.01,12/10/2016
614.77,11/10/2016
617.54,10/10/2016
615.65,09/10/2016
614.74,08/10/2016
617.21,07/10/2016
612.08,06/10/2016
607.18,05/10/2016
609.62,04/10/2016
611.85,03/10/2016
612.98,02/10/2016
614.82,01/10/2016
609.39,30/09/2016
603.85,29/09/2016
605.67,28/09/2016
605.96,27/09/2016
598.98,26/09/2016
601.74,25/09/2016
603.88,24/09/2016
594.08,23/09/2016
597.42,22/09/2016
598.88,21/09/2016
608.66,20/09/2016
610.19,19/09/2016
611.58,18/09/2016
607.04,17/09/2016
609.11,16/09/2016
610.38,15/09/2016
608.82,14/09/2016
610.92,13/09/2016
609.67,12/09/2016
621.65,11/09/2016
625.76,10/09/2016
625.07,09/09/2016
615.33,08/09/2016
614.46,07/09/2016
611.09,06/09/2016
603.95,05/09/2016
610.59,04/09/2016
600.88,03/09/2016
571,02/09/2016
572.81,01/09/2016
574.82,31/08/2016
571.5,30/08/2016
575.22,29/08/2016
576.53,28/08/2016
577.77,27/08/2016
581.07,26/08/2016
579.86,25/08/2016
581.98,24/08/2016
586.18,23/08/2016
588.97,22/08/2016
577.52,21/08/2016
583.2,20/08/2016
576.65,19/08/2016
570.92,18/08/2016
575.51,17/08/2016
581.11,16/08/2016
567.34,15/08/2016
570.97,14/08/2016
586.43,13/08/2016
586.01,12/08/2016
589.24,11/08/2016
592.18,10/08/2016
591.69,09/08/2016
592.69,08/08/2016
594.27,07/08/2016
572.72,06/08/2016
576.55,05/08/2016
577.31,04/08/2016
530.74,03/08/2016
515.06,02/08/2016
606.32,01/08/2016
654.68,31/07/2016
654.73,30/07/2016
656.88,29/07/2016
655.37,28/07/2016
654.98,27/07/2016
655.06,26/07/2016
661.48,25/07/2016
661.41,24/07/2016
655.84,23/07/2016
664,22/07/2016
664.88,21/07/2016
665.64,20/07/2016
673.46,19/07/2016
673.2,18/07/2016
675.45,17/07/2016
663.19,16/07/2016
664.57,15/07/2016
658.83,14/07/2016
664.5,13/07/2016
672.76,12/07/2016
647.98,11/07/2016
647.41,10/07/2016
651.86,09/07/2016
659.55,08/07/2016
673.76,07/07/2016
673.78,06/07/2016
666.48,05/07/2016
656.97,04/07/2016
658.41,03/07/2016
701.71,02/07/2016
667.95,01/07/2016
671.4,30/06/2016
637.95,29/06/2016
651.85,28/06/2016
646.7,27/06/2016
627.39,26/06/2016
665,25/06/2016
660.6,24/06/2016
624.54,23/06/2016
664.46,22/06/2016
665.95,21/06/2016
729.19,20/06/2016
751.96,19/06/2016
754.36,18/06/2016
743.91,17/06/2016
693.88,16/06/2016
692.28,15/06/2016
685.24,14/06/2016
665.85,13/06/2016
664.8465,12/06/2016
594.4399875,11/06/2016
574.32,10/06/2016
575.2941375,09/06/2016
578.68,08/06/2016
583.72,07/06/2016
584.5,06/06/2016
574.02,05/06/2016
567.88,04/06/2016
568,03/06/2016
539.99,02/06/2016
531.97,01/06/2016
531.15,31/05/2016
525.15,30/05/2016
526.64,29/05/2016
522.43,28/05/2016
470.29,27/05/2016
448.7,26/05/2016
447.94,25/05/2016
445.34,24/05/2016
438.47,23/05/2016
438,22/05/2016
443.89,21/05/2016
436.05,20/05/2016
441.87,19/05/2016
452.9,18/05/2016
454,17/05/2016
454.88,16/05/2016
457.08,15/05/2016
455.82,14/05/2016
456.82,13/05/2016
454.7,12/05/2016
450.78,11/05/2016
450,10/05/2016
461.63,09/05/2016
459.02,08/05/2016
459.04,07/05/2016
460.91,06/05/2016
446.84,05/05/2016
447.37,04/05/2016
450.96,03/05/2016
453,02/05/2016
451.9,01/05/2016
447.17,30/04/2016
449.98,29/04/2016
450,28/04/2016
447.31,27/04/2016
462.5,26/04/2016
463.86,25/04/2016
459.4,24/04/2016
447.7,23/04/2016
447.25,22/04/2016
451,21/04/2016
435.95,20/04/2016
435.91,19/04/2016
427.28,18/04/2016
430.58,17/04/2016
429.43,16/04/2016
429.09,15/04/2016
423.87,14/04/2016
424.61,13/04/2016
425.89,12/04/2016
420.75,11/04/2016
421.63,10/04/2016
417.73,09/04/2016
419.95,08/04/2016
420.33,07/04/2016
421.09,06/04/2016
419.71,05/04/2016
418.99,04/04/2016
418.07,03/04/2016
416.31,02/04/2016
416.25,01/04/2016
416.94,31/03/2016
415.83,30/03/2016
414,29/03/2016
422.96,28/03/2016
416.96,27/03/2016
415.71,26/03/2016
416.44,25/03/2016
417.96,24/03/2016
417.8,23/03/2016
415.35,22/03/2016
411.81,21/03/2016
410.77,20/03/2016
405.59,19/03/2016
418.49,18/03/2016
418.64,17/03/2016
415.99,16/03/2016
414.99,15/03/2016
414.78,14/03/2016
413.89,13/03/2016
420.11,12/03/2016
421.22,11/03/2016
416,10/03/2016
412.15,09/03/2016
412.39,08/03/2016
411.94,07/03/2016
399.17,06/03/2016
401,05/03/2016
416.48,04/03/2016
422.5,03/03/2016
429.99,02/03/2016
431.87,01/03/2016
431.89,29/02/2016
433.47,28/02/2016
432,27/02/2016
423.46,26/02/2016
421.4,25/02/2016
423.1,24/02/2016
436.76,23/02/2016
438.5,22/02/2016
434.67,21/02/2016
419.98,20/02/2016
418.02,19/02/2016
418.97,18/02/2016
407,17/02/2016
406.69,16/02/2016
402.64,15/02/2016
389.88,14/02/2016
388.6,13/02/2016
381.46,12/02/2016
379.14,11/02/2016
378.98,10/02/2016
372.61,09/02/2016
375,08/02/2016
373.74,07/02/2016
373.04,06/02/2016
388,05/02/2016
385.06,04/02/2016
368.38,03/02/2016
371.99,02/02/2016
372,01/02/2016
376.86,31/01/2016
378.18,30/01/2016
377.26,29/01/2016
382.44,28/01/2016
391.66,27/01/2016
394.12,26/01/2016
387.09,25/01/2016
385.09,24/01/2016
388.5,23/01/2016
385.7,22/01/2016
420.35,21/01/2016
408.33,20/01/2016
378.66,19/01/2016
380.16,18/01/2016
385.45,17/01/2016
370.4,16/01/2016
429.55,15/01/2016
431.9,14/01/2016
429.57,13/01/2016
447.98,12/01/2016
447.11,11/01/2016
446.24,10/01/2016
452.64,09/01/2016
447.04,08/01/2016
453.71,07/01/2016
432.43,06/01/2016
431.9,05/01/2016
433,04/01/2016
432.76,03/01/2016
433.94,02/01/2016
432.33,01/01/2016
428.23,31/12/2015
428,30/12/2015
431.13,29/12/2015
422.42,28/12/2015
418.46,27/12/2015
417.99,26/12/2015
456,25/12/2015
453.95,24/12/2015
441.4,23/12/2015
438.35,22/12/2015
438.7,21/12/2015
434.98,20/12/2015
463,19/12/2015
458.95,18/12/2015
453.39,17/12/2015
463.98,16/12/2015
459.48,15/12/2015
445.6,14/12/2015
436.2,13/12/2015
426.06,12/12/2015
444.29,11/12/2015
416.49,10/12/2015
414.01,09/12/2015
394.99,08/12/2015
387.3,07/12/2015
390.04,06/12/2015
390.04,05/12/2015
361.47,04/12/2015
362.49,03/12/2015
360.98,02/12/2015
377.27,01/12/2015
372.53,30/11/2015
363.98,29/11/2015
358,28/11/2015
359.54,27/11/2015
348,26/11/2015
319.64,25/11/2015
321.1,24/11/2015
324.49,23/11/2015
326.31,22/11/2015
325.56,21/11/2015
320.62,20/11/2015
333.66,19/11/2015
334.46,18/11/2015
335.95,17/11/2015
318.97,16/11/2015
322.33,15/11/2015
331.9,14/11/2015
340.81,13/11/2015
331.6,12/11/2015
309.9,11/11/2015
380.62,10/11/2015
378.8,09/11/2015
381.51,08/11/2015
373.69,07/11/2015
388.38,06/11/2015
400,05/11/2015
404.5,04/11/2015
409,03/11/2015
340.69,02/11/2015
310.18,01/11/2015
310.92,31/10/2015
329.2,30/10/2015
304.79,29/10/2015
298.95,28/10/2015
294.73,27/10/2015
282.8,26/10/2015
295.01,25/10/2015
279.9,24/10/2015
274.35,23/10/2015
273.95,22/10/2015
269.1,21/10/2015
263.59,20/10/2015
264.16,19/10/2015
262.44,18/10/2015
262.26,17/10/2015
269.07,16/10/2015
262.31,15/10/2015
249.98,14/10/2015
254.6,13/10/2015
249.58,12/10/2015
245.72,11/10/2015
248.08,10/10/2015
245.79,09/10/2015
243.01,08/10/2015
243.91,07/10/2015
245.25,06/10/2015
238.4,05/10/2015
239.22,04/10/2015
239.47,03/10/2015
238.03,02/10/2015
237.78,01/10/2015
238.98,30/09/2015
239.14,29/09/2015
237.68,28/09/2015
238.94,27/09/2015
235.22,26/09/2015
235.79,25/09/2015
233.9,24/09/2015
230.42,23/09/2015
229.43,22/09/2015
226.56,21/09/2015
230.25,20/09/2015
230.71,19/09/2015
232.99,18/09/2015
228.33,17/09/2015
227.86,16/09/2015
230,15/09/2015
230,14/09/2015
229.86,13/09/2015
235.13,12/09/2015
238.81,11/09/2015
239.68,10/09/2015
240.08,09/09/2015
240.47,08/09/2015
241.31,07/09/2015
240.2,06/09/2015
230.73,05/09/2015
230.8,04/09/2015
227.42,03/09/2015
227.97,02/09/2015
228.32,01/09/2015
230.94,31/08/2015
229.63,30/08/2015
228.22,29/08/2015
234.17,28/08/2015
225.04,27/08/2015
228.84,26/08/2015
222.02,25/08/2015
228.14,24/08/2015
228.68,23/08/2015
226.04,22/08/2015
235.31,21/08/2015
233.23,20/08/2015
233.29,19/08/2015
256.66,18/08/2015
257.45,17/08/2015
257.47,16/08/2015
265.93,15/08/2015
265.41,14/08/2015
266.99,13/08/2015
270.98,12/08/2015
267.89,11/08/2015
265.85,10/08/2015
262.22,09/08/2015
265.42,08/08/2015
269.89,07/08/2015
281,06/08/2015
277.1,05/08/2015
282.69,04/08/2015
282.26,03/08/2015
284.39,02/08/2015
280.69,01/08/2015
288.45,31/07/2015
284.78,30/07/2015
287.56,29/07/2015
293.93,28/07/2015
295.24,27/07/2015
290.79,26/07/2015
289,25/07/2015
287.12,24/07/2015
287.3,23/07/2015
276.76,22/07/2015
277.54,21/07/2015
278.97,20/07/2015
276.74,19/07/2015
276.09,18/07/2015
278.08,17/07/2015
285.66,16/07/2015
275.76,15/07/2015
290.95,14/07/2015
310.55,13/07/2015
289.9,12/07/2015
309.3,11/07/2015
269,10/07/2015
286.98,09/07/2015
270.68,08/07/2015
268.53,07/07/2015
267.26,06/07/2015
273.37,05/07/2015
256.12,04/07/2015
257.92,03/07/2015
255.1,02/07/2015
262.43,01/07/2015
257.85,30/06/2015
262.53,29/06/2015
251.21,28/06/2015
248.76,27/06/2015
248.5,26/06/2015
240.2,25/06/2015
241.92,24/06/2015
240.64,23/06/2015
243.55,22/06/2015
246.35,21/06/2015
242.47,20/06/2015
248.26,19/06/2015
246.45,18/06/2015
248.25,17/06/2015
236,16/06/2015
245.35,15/06/2015
236.46,14/06/2015
229.6,13/06/2015
230.22,12/06/2015
229.98,11/06/2015
228.88,10/06/2015
228.01,09/06/2015
230.1,08/06/2015
224.99,07/06/2015
222.6,06/06/2015
224.49,05/06/2015
225.4,04/06/2015
225.54,03/06/2015
226.29,02/06/2015
228.34,01/06/2015
222.4,31/05/2015
231.95,30/05/2015
236.44,29/05/2015
235.87,28/05/2015
236.48,27/05/2015
235.59,26/05/2015
235.94,25/05/2015
235.65,24/05/2015
238.8,23/05/2015
238.77,22/05/2015
240.5,21/05/2015
231.4,20/05/2015
234.6,19/05/2015
232.04,18/05/2015
236.63,17/05/2015
235.78,16/05/2015
236.63,15/05/2015
235.97,14/05/2015
238.32,13/05/2015
242.72,12/05/2015
239.11,11/05/2015
244.19,10/05/2015
239.35,09/05/2015
237.16,08/05/2015
244.72,07/05/2015
233.99,06/05/2015
238.25,05/05/2015
234.66,04/05/2015
236.17,03/05/2015
230.97,02/05/2015
234.13,01/05/2015
233.43,30/04/2015
225.2,29/04/2015
225.69,28/04/2015
222.66,27/04/2015
226.29,26/04/2015
218.42,25/04/2015
228.6,24/04/2015
233.59,23/04/2015
235.48,22/04/2015
237.34,21/04/2015
222.61,20/04/2015
224.63,19/04/2015
225.72,18/04/2015
227.5,17/04/2015
222.67,16/04/2015
229.62,15/04/2015
223.01,14/04/2015
216,13/04/2015
225.99,12/04/2015
236,11/04/2015
236.7,10/04/2015
235.71,09/04/2015
253.9,08/04/2015
245.89,07/04/2015
255.48,06/04/2015
253.67,05/04/2015
257.03,04/04/2015
253.77,03/04/2015
246.49,02/04/2015
252.44,01/04/2015
242.7,31/03/2015
242.34,30/03/2015
245.18,29/03/2015
244.05,28/03/2015
249.23,27/03/2015
248.63,26/03/2015
251.98,25/03/2015
265.99,24/03/2015
247.83,23/03/2015
266.07,22/03/2015
262.1,21/03/2015
257.83,20/03/2015
259.8,19/03/2015
284.48,18/03/2015
265.85,17/03/2015
287.02,16/03/2015
282.2,15/03/2015
283.57,14/03/2015
284.21,13/03/2015
296.56,12/03/2015
297.39,11/03/2015
293.29,10/03/2015
275,09/03/2015
287.48,08/03/2015
273.87,07/03/2015
273.11,06/03/2015
272.12,05/03/2015
265.63,04/03/2015
275.87,03/03/2015
275.8,02/03/2015
263.81,01/03/2015
252.11,28/02/2015
252.98,27/02/2015
254,26/02/2015
239.94,25/02/2015
238.59,24/02/2015
240.1,23/02/2015
245.41,22/02/2015
236,21/02/2015
245.66,20/02/2015
237.44,19/02/2015
241.59,18/02/2015
234.87,17/02/2015
234.18,16/02/2015
235.86,15/02/2015
243.99,14/02/2015
222.33,13/02/2015
239.94,12/02/2015
221.83,11/02/2015
219.93,10/02/2015
220.16,09/02/2015
220.39,08/02/2015
222.36,07/02/2015
225.16,06/02/2015
220.47,05/02/2015
227.53,04/02/2015
222.56,03/02/2015
236.51,02/02/2015
219.25,01/02/2015
220.72,31/01/2015
229.7,30/01/2015
236.2,29/01/2015
233.19,28/01/2015
249.25,27/01/2015
254.32,26/01/2015
271.47,25/01/2015
247.11,24/01/2015
233.51,23/01/2015
233.03,22/01/2015
233.9,21/01/2015
216.01,20/01/2015
212.99,19/01/2015
212.39,18/01/2015
208.13,17/01/2015
197.12,16/01/2015
205.35,15/01/2015
222,14/01/2015
176.5,13/01/2015
230.89,12/01/2015
275.97,11/01/2015
272.25,10/01/2015
278,09/01/2015
297.99,08/01/2015
276.8,07/01/2015
276.8,06/01/2015
263.17,05/01/2015
276.8,04/01/2015
270.93,03/01/2015
314.81,02/01/2015
316.15,01/01/2015
315.7,31/12/2014
313.4,30/12/2014
313.09,29/12/2014
314.49,28/12/2014
329.94,27/12/2014
314.45,26/12/2014
328.09,25/12/2014
336.95,24/12/2014
327.59,23/12/2014
336.96,22/12/2014
331.52,21/12/2014
326.93,20/12/2014
325.7,19/12/2014
321.34,18/12/2014
317.7,17/12/2014
318.2,16/12/2014
357.8,15/12/2014
352.15,14/12/2014
353.28,13/12/2014
348.97,12/12/2014
355.08,11/12/2014
356.1,10/12/2014
362.99,09/12/2014
350.29,08/12/2014
367.01,07/12/2014
376,06/12/2014
374.05,05/12/2014
373.98,04/12/2014
379.62,03/12/2014
378.25,02/12/2014
381.93,01/12/2014
375.59,30/11/2014
375.96,29/11/2014
377.22,28/11/2014
366.86,27/11/2014
372.62,26/11/2014
371.44,25/11/2014
367.12,24/11/2014
384,23/11/2014
362.99,22/11/2014
356.47,21/11/2014
356.9,20/11/2014
361.7,19/11/2014
388.87,18/11/2014
379.91,17/11/2014
378.48,16/11/2014
399.11,15/11/2014
373.14,14/11/2014
396.56,13/11/2014
369.41,12/11/2014
430.07,11/11/2014
365.04,10/11/2014
346.94,09/11/2014
356.34,08/11/2014
345.84,07/11/2014
338.63,06/11/2014
347.96,05/11/2014
341.99,04/11/2014
324.36,03/11/2014
325.81,02/11/2014
326.41,01/11/2014
345.3,31/10/2014
340.95,30/10/2014
337,29/10/2014
350.9,28/10/2014
354.94,27/10/2014
356.5,26/10/2014
358.49,25/10/2014
348.89,24/10/2014
358.46,23/10/2014
385.89,22/10/2014
385.1,21/10/2014
387,20/10/2014
391,19/10/2014
388.99,18/10/2014
389.68,17/10/2014
394.84,16/10/2014
378.02,15/10/2014
394,14/10/2014
380.8,13/10/2014
381.46,12/10/2014
364.83,11/10/2014
363.61,10/10/2014
358.97,09/10/2014
378.94,08/10/2014
327.61,07/10/2014
330.7,06/10/2014
331.2,05/10/2014
358.9,04/10/2014
336,03/10/2014
363.75,02/10/2014
390.18,01/10/2014
385.27,30/09/2014
382.67,29/09/2014
400.39,28/09/2014
380,27/09/2014
400.74,26/09/2014
423.68,25/09/2014
408.08,24/09/2014
431.91,23/09/2014
401.15,22/09/2014
400.98,21/09/2014
406.3,20/09/2014
425.56,19/09/2014
398.89,18/09/2014
428.19,17/09/2014
470.83,16/09/2014
468,15/09/2014
475.3,14/09/2014
474.62,13/09/2014
479.86,12/09/2014
470.43,11/09/2014
473.35,10/09/2014
485.03,09/09/2014
466.48,08/09/2014
479.59,07/09/2014
480.62,06/09/2014
481.09,05/09/2014
474.5,04/09/2014
486,03/09/2014
472.76,02/09/2014
478.87,01/09/2014
482.59,31/08/2014
477.98,30/08/2014
506.61,29/08/2014
511.99,28/08/2014
509.39,27/08/2014
501.55,26/08/2014
512.79,25/08/2014
503.79,24/08/2014
515.69,23/08/2014
503.88,22/08/2014
518.25,21/08/2014
490,20/08/2014
507.3,19/08/2014
487.5,18/08/2014
523.88,17/08/2014
491.88,16/08/2014
509,15/08/2014
549.98,14/08/2014
521.66,13/08/2014
550.14,12/08/2014
590.74,11/08/2014
578.97,10/08/2014
588.99,09/08/2014
585.02,08/08/2014
589.3,07/08/2014
587.24,06/08/2014
588.5,05/08/2014
580.21,04/08/2014
593.94,03/08/2014
595.76,02/08/2014
591.59,01/08/2014
601.94,31/07/2014
585.5,30/07/2014
573.48,29/07/2014
581.5,28/07/2014
595.9,27/07/2014
592.51,26/07/2014
595.88,25/07/2014
620.43,24/07/2014
601.18,23/07/2014
622.01,22/07/2014
627,21/07/2014
619.14,20/07/2014
623.77,19/07/2014
625.8,18/07/2014
629.86,17/07/2014
626,16/07/2014
621.21,15/07/2014
623.17,14/07/2014
622.8,13/07/2014
634,12/07/2014
631.98,11/07/2014
630.31,10/07/2014
624.97,09/07/2014
624.84,08/07/2014
623.7,07/07/2014
631,06/07/2014
634.49,05/07/2014
632.78,04/07/2014
650.49,03/07/2014
644.04,02/07/2014
654,01/07/2014
599.99,30/06/2014
620,29/06/2014
596,28/06/2014
577.34,27/06/2014
588.97,26/06/2014
569,25/06/2014
588.25,24/06/2014
585.54,23/06/2014
591.5,22/06/2014
593.48,21/06/2014
590.99,20/06/2014
593.33,19/06/2014
608,18/06/2014
604.6,17/06/2014
597.65,16/06/2014
572.28,15/06/2014
560.49,14/06/2014
557.92,13/06/2014
624.97,12/06/2014
617,11/06/2014
639.99,10/06/2014
657.11,09/06/2014
650.93,08/06/2014
652,07/06/2014
661.48,06/06/2014
655.75,05/06/2014
658.72,04/06/2014
662,03/06/2014
673.9,02/06/2014
631.49,01/06/2014
621.3,31/05/2014
620.45,30/05/2014
609.03,29/05/2014
572.7,28/05/2014
574.33,27/05/2014
581.87,26/05/2014
527.91,25/05/2014
575,24/05/2014
521.52,23/05/2014
493.97,22/05/2014
523.84,21/05/2014
494.87,20/05/2014
446.89,19/05/2014
446.42,18/05/2014
447.14,17/05/2014
446.53,16/05/2014
449.51,15/05/2014
448.99,14/05/2014
442.45,13/05/2014
438.95,12/05/2014
441.5,11/05/2014
449,10/05/2014
452.42,09/05/2014
452.02,08/05/2014
428.01,07/05/2014
446.65,06/05/2014
430.33,05/05/2014
440,04/05/2014
436.21,03/05/2014
434.5,02/05/2014
452.03,01/05/2014
460.01,30/04/2014
449,29/04/2014
438.8,28/04/2014
447,27/04/2014
440.1,26/04/2014
502.15,25/04/2014
459.15,24/04/2014
491.6,23/04/2014
498.38,22/04/2014
493.33,21/04/2014
496.5,20/04/2014
482.11,19/04/2014
499.9,18/04/2014
479.98,17/04/2014
523,16/04/2014
511.5,15/04/2014
489.91,14/04/2014
423.37,13/04/2014
405,12/04/2014
424.98,11/04/2014
441.93,10/04/2014
401,09/04/2014
443.1,08/04/2014
458,07/04/2014
447.74,06/04/2014
459.67,05/04/2014
448.72,04/04/2014
446.01,03/04/2014
446.31,02/04/2014
457.49,01/04/2014
479.51,31/03/2014
457,30/03/2014
499.6,29/03/2014
499.94,28/03/2014
503,27/03/2014
585.79,26/03/2014
585.7,25/03/2014
580.02,24/03/2014
563.01,23/03/2014
567.13,22/03/2014
557,21/03/2014
611.2,20/03/2014
590,19/03/2014
608.41,18/03/2014
634.99,17/03/2014
624.7,16/03/2014
634.94,15/03/2014
641.01,14/03/2014
636.47,13/03/2014
642.61,12/03/2014
629.33,11/03/2014
622.9,10/03/2014
621.99,09/03/2014
631.99,08/03/2014
609,07/03/2014
621.3,06/03/2014
673.28,05/03/2014
664.85,04/03/2014
677.61,03/03/2014
567.48,02/03/2014
559.88,01/03/2014
571.5,28/02/2014
585.21,27/02/2014
585.17,26/02/2014
585.38,25/02/2014
611.05,24/02/2014
545,23/02/2014
626.77,22/02/2014
563,21/02/2014
566.16,20/02/2014
582.7,19/02/2014
629.96,18/02/2014
626.77,17/02/2014
642,16/02/2014
670.29,15/02/2014
651.42,14/02/2014
672.1,13/02/2014
675.1,12/02/2014
667.01,11/02/2014
670,10/02/2014
680.8,09/02/2014
710,08/02/2014
707,07/02/2014
781,06/02/2014
778,05/02/2014
800,04/02/2014
814.34,03/02/2014
813.8,02/02/2014
819.57,01/02/2014
800,31/01/2014
802.5,30/01/2014
799.37,29/01/2014
747.57,28/01/2014
800.2,27/01/2014
777,26/01/2014
780.02,25/01/2014
806,24/01/2014
789.1,23/01/2014
824.78,22/01/2014
813.05,21/01/2014
822.56,20/01/2014
811.2,19/01/2014
833,18/01/2014
801.53,17/01/2014
841.83,16/01/2014
830.9,15/01/2014
847.7,14/01/2014
