Value,Date,200wma
4.98,2012-02-29,
4.98888,2012-03-01,
4.77995,2012-03-02,
4.94,2012-03-03,
5.04,2012-03-04,
5.05,2012-03-05,
5.04,2012-03-06,
5.0,2012-03-07,
4.9499,2012-03-08,
4.99,2012-03-09,
4.99,2012-03-10,
4.95915,2012-03-11,
4.98,2012-03-12,
5.4444,2012-03-13,
5.45,2012-03-14,
5.45,2012-03-15,
5.3998,2012-03-16,
5.37998,2012-03-17,
5.4,2012-03-18,
4.98,2012-03-19,
4.87,2012-03-20,
4.95,2012-03-21,
4.83,2012-03-22,
4.74896,2012-03-23,
4.81,2012-03-24,
4.73793,2012-03-25,
4.74,2012-03-26,
4.74,2012-03-27,
4.86092,2012-03-28,
4.83,2012-03-29,
4.85,2012-03-30,
4.929,2012-03-31,
5.08,2012-04-01,
4.97,2012-04-02,
4.97,2012-04-03,
4.94486,2012-04-04,
4.96,2012-04-05,
4.98,2012-04-06,
4.8,2012-04-07,
4.94,2012-04-08,
4.9,2012-04-09,
4.8941,2012-04-10,
4.9,2012-04-11,
4.94464,2012-04-12,
5.03,2012-04-13,
4.97,2012-04-14,
4.98,2012-04-15,
5.02207,2012-04-16,
4.99,2012-04-17,
5.19,2012-04-18,
5.17,2012-04-19,
5.19,2012-04-20,
5.3287,2012-04-21,
5.21799,2012-04-22,
5.3,2012-04-23,
5.16,2012-04-24,
5.18,2012-04-25,
5.16,2012-04-26,
5.1176,2012-04-27,
5.0184,2012-04-28,
5.09,2012-04-29,
5.0,2012-04-30,
5.1789,2012-05-01,
5.04,2012-05-02,
5.15,2012-05-03,
5.1495,2012-05-04,
5.15,2012-05-05,
5.0947,2012-05-06,
5.1,2012-05-07,
5.1,2012-05-08,
5.125,2012-05-09,
5.03188,2012-05-10,
5.1,2012-05-11,
4.99888,2012-05-12,
5.036,2012-05-13,
5.01,2012-05-14,
5.08998,2012-05-15,
5.1345,2012-05-16,
5.1,2012-05-17,
5.14291,2012-05-18,
5.15,2012-05-19,
5.14,2012-05-20,
5.12,2012-05-21,
5.16,2012-05-22,
5.13,2012-05-23,
5.15,2012-05-24,
5.149,2012-05-25,
5.15,2012-05-26,
5.16,2012-05-27,
5.15889,2012-05-28,
5.16,2012-05-29,
5.19,2012-05-30,
5.27,2012-05-31,
5.21,2012-06-01,
5.26466,2012-06-02,
5.2785,2012-06-03,
5.27,2012-06-04,
5.47,2012-06-05,
5.529,2012-06-06,
5.48,2012-06-07,
5.69999,2012-06-08,
5.62,2012-06-09,
5.68,2012-06-10,
5.7,2012-06-11,
5.96,2012-06-12,
5.76,2012-06-13,
6.165,2012-06-14,
6.599,2012-06-15,
6.27,2012-06-16,
6.4668,2012-06-17,
6.53294,2012-06-18,
6.48,2012-06-19,
6.8,2012-06-20,
6.79962,2012-06-21,
6.8,2012-06-22,
6.5915,2012-06-23,
6.44999,2012-06-24,
6.56,2012-06-25,
6.55555,2012-06-26,
6.66897,2012-06-27,
6.58,2012-06-28,
6.693,2012-06-29,
6.694,2012-06-30,
6.69,2012-07-01,
6.765,2012-07-02,
6.55,2012-07-03,
6.71,2012-07-04,
6.73449,2012-07-05,
6.75,2012-07-06,
6.74,2012-07-07,
6.896,2012-07-08,
7.239,2012-07-09,
6.98,2012-07-10,
7.32,2012-07-11,
7.9,2012-07-12,
7.46,2012-07-13,
7.64877,2012-07-14,
8.2899,2012-07-15,
7.8,2012-07-16,
9.39899,2012-07-17,
9.27491,2012-07-18,
9.37,2012-07-19,
9.7,2012-07-20,
9.0,2012-07-21,
9.53,2012-07-22,
8.96,2012-07-23,
8.76998,2012-07-24,
8.91,2012-07-25,
8.95,2012-07-26,
8.93,2012-07-27,
8.95,2012-07-28,
9.15,2012-07-29,
9.44,2012-07-30,
9.22,2012-07-31,
9.8,2012-08-01,
11.1188,2012-08-02,
10.12,2012-08-03,
11.1869,2012-08-04,
11.29112,2012-08-05,
11.21,2012-08-06,
11.14999,2012-08-07,
12.0,2012-08-08,
11.35,2012-08-09,
11.59788,2012-08-10,
11.765,2012-08-11,
11.64,2012-08-12,
12.17887,2012-08-13,
12.67,2012-08-14,
12.3,2012-08-15,
15.4,2012-08-16,
15.26014,2012-08-17,
15.37,2012-08-18,
10.5,2012-08-19,
10.29999,2012-08-20,
10.45,2012-08-21,
10.25,2012-08-22,
10.25,2012-08-23,
10.25,2012-08-24,
10.61913,2012-08-25,
12.14999,2012-08-26,
10.99,2012-08-27,
11.20999,2012-08-28,
10.937,2012-08-29,
11.14,2012-08-30,
10.42,2012-08-31,
10.18999,2012-09-01,
10.36,2012-09-02,
10.5934,2012-09-03,
10.57888,2012-09-04,
10.59,2012-09-05,
11.29,2012-09-06,
11.21,2012-09-07,
11.27,2012-09-08,
11.127,2012-09-09,
11.19401,2012-09-10,
11.14,2012-09-11,
11.399,2012-09-12,
11.75,2012-09-13,
11.48,2012-09-14,
11.99,2012-09-15,
11.9625,2012-09-16,
11.98,2012-09-17,
12.61,2012-09-18,
12.68666,2012-09-19,
12.63,2012-09-20,
12.4433,2012-09-21,
12.2749,2012-09-22,
12.4,2012-09-23,
12.22909,2012-09-24,
12.28,2012-09-25,
12.24,2012-09-26,
12.444,2012-09-27,
12.49,2012-09-28,
12.46,2012-09-29,
12.481,2012-09-30,
12.88,2012-10-01,
12.58,2012-10-02,
13.0899,2012-10-03,
12.99,2012-10-04,
13.07,2012-10-05,
12.7369,2012-10-06,
12.08,2012-10-07,
12.58,2012-10-08,
12.15,2012-10-09,
12.19,2012-10-10,
12.16,2012-10-11,
12.137,2012-10-12,
12.0,2012-10-13,
12.1,2012-10-14,
11.99,2012-10-15,
11.99,2012-10-16,
11.99,2012-10-17,
11.967,2012-10-18,
11.85,2012-10-19,
11.94,2012-10-20,
11.81,2012-10-21,
12.0,2012-10-22,
11.86,2012-10-23,
11.71,2012-10-24,
11.09988,2012-10-25,
11.56,2012-10-26,
10.61,2012-10-27,
10.95,2012-10-28,
10.69,2012-10-29,
11.14,2012-10-30,
11.279,2012-10-31,
11.17,2012-11-01,3.267664969592857
10.60097,2012-11-02,3.275237091021429
10.68,2012-11-03,3.2828656624500003
10.62,2012-11-04,3.2904513767357146
10.88997,2012-11-05,3.298229926735714
11.21603,2012-11-06,3.306241376735714
10.97,2012-11-07,3.314077091021429
11.07,2012-11-08,3.3219842338785717
10.95899,2012-11-09,3.3298120838785716
11.04,2012-11-10,3.3376977981642857
11.18,2012-11-11,3.3456835124500004
11.129,2012-11-12,3.353632798164286
11.17,2012-11-13,3.3616113695928576
11.114,2012-11-14,3.3695499410214285
11.8,2012-11-15,3.37797851245
11.28,2012-11-16,3.386035655307143
11.832,2012-11-17,3.3944870838785715
11.79998,2012-11-18,3.4029156410214285
11.82,2012-11-19,3.4113584981642857
11.784,2012-11-20,3.419775641021429
12.28,2012-11-21,3.4285470695928573
11.9,2012-11-22,3.437047069592857
12.4108,2012-11-23,3.4459119267357146
12.6,2012-11-24,3.454911926735714
12.46,2012-11-25,3.463811926735714
12.52999,2012-11-26,3.4727619195928567
12.40712,2012-11-27,3.4816241481642853
12.5,2012-11-28,3.490552719592857
12.65,2012-11-29,3.4995884338785714
12.68778,2012-11-30,3.5086511338785717
12.66,2012-12-01,3.517693991021429
12.67901,2012-12-02,3.526750426735714
12.96675,2012-12-03,3.5360123910214285
12.75,2012-12-04,3.5451195338785713
13.6888,2012-12-05,3.554897248164286
13.68,2012-12-06,3.5646686767357143
13.69,2012-12-07,3.5744472481642857
13.53,2012-12-08,3.5841115338785716
13.55,2012-12-09,3.593790105307143
13.53,2012-12-10,3.6034543910214287
13.63999,2012-12-11,3.613197241021428
13.79989,2012-12-12,3.623054305307143
13.8,2012-12-13,3.6329114481642857
13.7722,2012-12-14,3.642748733878572
13.66548,2012-12-15,3.6525097910214286
13.75,2012-12-16,3.6623312195928572
13.399,2012-12-17,3.671901933878572
13.399,2012-12-18,3.6814726481642857
13.4,2012-12-19,3.6910440767357144
13.6475,2012-12-20,3.700792291021429
13.58998,2012-12-21,3.7104994195928573
13.63,2012-12-22,3.7202351338785715
13.45,2012-12-23,3.7298422767357144
13.45,2012-12-24,3.739449419592857
13.45,2012-12-25,3.74905656245
13.47,2012-12-26,3.7586779910214285
13.6499,2012-12-27,3.7684279195928574
13.51,2012-12-28,3.778077919592857
13.56998,2012-12-29,3.78777076245
13.59,2012-12-30,3.797477905307143
13.57,2012-12-31,3.8071707624499997
13.4,2013-01-01,3.8167421910214285
13.464,2013-01-02,3.8263593338785715
13.42,2013-01-03,3.835945048164286
13.548,2013-01-04,3.8456221910214285
13.52999,2013-01-05,3.855286469592857
13.54,2013-01-06,3.8649578981642856
13.83,2013-01-07,3.874836469592857
13.87998,2013-01-08,3.884750741021428
13.84,2013-01-09,3.894636455307143
14.29999,2013-01-10,3.9048507338785714
14.34999,2013-01-11,3.915100726735714
14.31,2013-01-12,3.925322155307143
14.3,2013-01-13,3.935536441021428
14.47899,2013-01-14,3.9458785767357143
14.34,2013-01-15,3.9561214338785717
15.39,2013-01-16,3.9671142910214283
15.985,2013-01-17,3.9785321481642857
15.53,2013-01-18,3.989625005307143
15.89,2013-01-19,4.000975005307143
16.98,2013-01-20,4.013103576735714
16.15,2013-01-21,4.024639291021429
17.5889,2013-01-22,4.0372027910214285
19.18999,2013-01-23,4.050909926735715
17.97,2013-01-24,4.063745641021429
17.61926,2013-01-25,4.076330826735714
17.99999,2013-01-26,4.08918796245
17.71,2013-01-27,4.10183796245
19.8,2013-01-28,4.115980819592857
19.7,2013-01-29,4.130052248164286
19.78,2013-01-30,4.144180819592857
21.3,2013-01-31,4.1593951053071425
21.1,2013-02-01,4.174466533878571
21.25,2013-02-02,4.189645105307143
21.05,2013-02-03,4.2046808195928564
20.79,2013-02-04,4.2195308195928565
20.99,2013-02-05,4.234523676735715
22.15,2013-02-06,4.250345105307143
22.15,2013-02-07,4.266166533878572
22.15,2013-02-08,4.28198796245
23.61458,2013-02-09,4.298855519592857
24.1955,2013-02-10,4.316138019592858
23.97,2013-02-11,4.333259448164285
26.09999,2013-02-12,4.351902298164286
26.53092,2013-02-13,4.370852955307143
24.3,2013-02-14,4.3882100981642855
27.07009,2013-02-15,4.407545876735714
25.6083,2013-02-16,4.425837519592857
27.39,2013-02-17,4.445401805307143
28.78999,2013-02-18,4.4659660838785715
29.81231,2013-02-19,4.487260591021428
29.48,2013-02-20,4.508317733878571
30.901,2013-02-21,4.530389876735714
29.27998,2013-02-22,4.551304148164286
30.52,2013-02-23,4.573104148164285
30.25001,2013-02-24,4.594711298164286
31.179,2013-02-25,4.61698201245
30.4,2013-02-26,4.638696298164286
33.50001,2013-02-27,4.662624876735714
34.87799,2013-02-28,4.687537726735714
33.36,2013-03-01,4.711366298164286
34.10007,2013-03-02,4.735723491021428
36.35,2013-03-03,4.761687776735714
34.25,2013-03-04,4.78615206245
47.5,2013-03-05,4.820080633878572
42.49271,2013-03-06,4.850432569592857
42.0,2013-03-07,4.880432569592857
46.01112,2013-03-08,4.913297655307143
46.5,2013-03-09,4.946511941021429
46.93,2013-03-10,4.980033369592857
45.01771,2013-03-11,5.012188876735714
46.79999,2013-03-12,5.045617441021428
44.32,2013-03-13,5.077274583878571
47.25005,2013-03-14,5.1110246195928575
47.11,2013-03-15,5.144674619592857
46.9,2013-03-16,5.178174619592857
47.65,2013-03-17,5.212210333878572
57.76,2013-03-18,5.253467476735715
52.12,2013-03-19,5.2906960481642855
73.8,2013-03-20,5.3434103338785714
71.5,2013-03-21,5.39448176245
70.25,2013-03-22,5.444660333878572
70.1,2013-03-23,5.49473176245
73.88798,2013-03-24,5.547508891021429
71.93,2013-03-25,5.5988874624500005
88.9,2013-03-26,5.66238746245
93.56701,2013-03-27,5.729221041021429
88.8,2013-03-28,5.79264961245
90.99999,2013-03-29,5.8576496053071425
92.50001,2013-03-30,5.923721041021429
92.5,2013-03-31,5.9897924695928575
108.73,2013-04-01,6.067456755307143
138.79,2013-04-02,6.166592469592857
117.34,2013-04-03,6.250406755307143
143.8,2013-04-04,6.353121041021429
142.49765,2013-04-05,6.454905076735714
142.1,2013-04-06,6.5564050767357145
184.0,2013-04-07,6.687833648164286
237.99,2013-04-08,6.857826505307143
186.96,2013-04-09,6.9913693624499995
123.40098,2013-04-10,7.079512919592857
76.488,2013-04-11,7.134147205307143
124.9,2013-04-12,7.2233614910214285
91.0,2013-04-13,7.288361491021429
91.0,2013-04-14,7.353361491021429
100.0,2013-04-15,7.4247900624500005
85.59999,2013-04-16,7.485932912449999
96.5,2013-04-17,7.554861483878571
93.9,2013-04-18,7.62193291245
123.86,2013-04-19,7.7104043410214285
125.0,2013-04-20,7.799690055307143
127.5,2013-04-21,7.890761483878571
136.08099,2013-04-22,7.9879621910214285
153.20019,2013-04-23,8.097390898164285
142.5,2013-04-24,8.19917661245
135.601,2013-04-25,8.296034469592858
128.00001,2013-04-26,8.387463048164285
137.0,2013-04-27,8.485320191021428
141.50002,2013-04-28,8.586391633878572
139.109,2013-04-29,8.685755205307142
144.54,2013-04-30,8.78899806245
105.00003,2013-05-01,8.863998083878572
93.15,2013-05-02,8.930533798164285
103.3,2013-05-03,9.00431951245
117.89001,2013-05-04,9.08852666245
120.94999,2013-05-05,9.17491951245
115.98,2013-05-06,9.257762369592857
113.95001,2013-05-07,9.339155233878571
109.56154,2013-05-08,9.417413476735714
113.35,2013-05-09,9.49837776245
115.4,2013-05-10,9.580806333878572
114.32,2013-05-11,9.662463476735713
115.68,2013-05-12,9.745092048164285
119.0,2013-05-13,9.830092048164286
114.98499,2013-05-14,9.912224183878571
112.0,2013-05-15,9.992224183878571
124.49,2013-05-16,10.08114561245
123.74995,2013-05-17,10.169538433878571
123.32,2013-05-18,10.257624148164286
122.65001,2013-05-19,10.345231298164286
122.5,2013-05-20,10.432731298164287
122.02,2013-05-21,10.519888441021429
125.67,2013-05-22,10.609652726735716
131.5,2013-05-23,10.703581298164286
126.7,2013-05-24,10.794081298164286
134.04701,2013-05-25,10.88982916245
132.60997,2013-05-26,10.984550569592857
133.5,2013-05-27,11.07990771245
129.97994,2013-05-28,11.172750526735715
130.99589,2013-05-29,11.266319019592858
132.3,2013-05-30,11.360819019592856
129.19945,2013-05-31,11.45310434102143
120.60293,2013-06-01,11.539249291021427
129.3,2013-06-02,11.631606433878572
120.56663,2013-06-03,11.717725455307145
122.4051,2013-06-04,11.805157669592859
121.42,2013-06-05,11.891886241021428
110.29501,2013-06-06,11.97066839102143
107.8,2013-06-07,12.047668391021428
111.5,2013-06-08,12.127311248164286
104.96851,2013-06-09,12.202288755307142
108.0,2013-06-10,12.279431612449999
106.1,2013-06-11,12.355217326735715
109.0,2013-06-12,12.433074469592858
100.0,2013-06-13,12.50450304102143
103.9,2013-06-14,12.578717326735713
100.0,2013-06-15,12.650145898164284
100.52521,2013-06-16,12.721949619592857
99.9,2013-06-17,12.793306762450001
107.835,2013-06-18,12.87033176245
111.97,2013-06-19,12.950310333878573
107.68,2013-06-20,13.027224619592857
109.09,2013-06-21,13.105146048164286
107.68389,2013-06-22,13.18206311245
108.35,2013-06-23,13.259455969592857
103.86665,2013-06-24,13.333646433878572
104.40565,2013-06-25,13.408221898164287
103.89,2013-06-26,13.482429041021428
96.63498,2013-06-27,13.551454026735714
95.85301,2013-06-28,13.61992046245
94.65,2013-06-29,13.687527605307142
90.998,2013-06-30,13.752526176735714
89.55,2013-07-01,13.816490462449998
87.0,2013-07-02,13.878633319592856
79.8,2013-07-03,13.935633319592858
67.85844,2013-07-04,13.984103633878572
80.04,2013-07-05,14.04127506245
70.942,2013-07-06,14.091947919592858
77.64,2013-07-07,14.14740506245
75.0,2013-07-08,14.200976491021429
78.58899,2013-07-09,14.257111483878571
87.15,2013-07-10,14.31936148387857
87.9,2013-07-11,14.382147198164287
95.995,2013-07-12,14.450715055307143
94.75,2013-07-13,14.518393626735714
98.0,2013-07-14,14.588393626735714
97.01,2013-07-15,14.657686483878573
97.97,2013-07-16,14.727665055307142
97.05,2013-07-17,14.796986483878573
93.41082,2013-07-18,14.863708498164284
91.8775,2013-07-19,14.929335283878572
92.0,2013-07-20,14.995049569592858
91.788,2013-07-21,15.060612426735716
95.396,2013-07-22,15.128752426735714
91.99,2013-07-23,15.194459569592857
96.2,2013-07-24,15.263173855307144
96.39475,2013-07-25,15.332027248164286
97.0,2013-07-26,15.40131296245
99.00001,2013-07-27,15.472027255307143
101.04202,2013-07-28,15.544200126735715
98.7,2013-07-29,15.614700126735716
104.95555,2013-07-30,15.689668376735714
104.19,2013-07-31,15.764089805307142
106.2,2013-08-01,15.839946948164286
103.80001,2013-08-02,15.91408981245
104.67459,2013-08-03,15.988857376735716
104.95,2013-08-04,16.06382166245
106.88378,2013-08-05,16.140167219592858
105.6,2013-08-06,16.21559579102143
106.56,2013-08-07,16.291710076735715
102.3,2013-08-08,16.364781505307143
102.61802,2013-08-09,16.43808009102143
102.8,2013-08-10,16.511508662449998
104.99498,2013-08-11,16.586505076735715
107.29884,2013-08-12,16.663147105307143
106.64,2013-08-13,16.73931853387857
98.28,2013-08-14,16.80951853387857
98.51,2013-08-15,16.879882819592858
98.08,2013-08-16,16.94993996245
99.02,2013-08-17,17.02066853387857
102.07,2013-08-18,17.093575676735714
99.3,2013-08-19,17.164504248164285
109.75,2013-08-20,17.242897105307144
111.01,2013-08-21,17.32218996245
110.43,2013-08-22,17.401068533878572
108.79,2013-08-23,17.47877567673571
112.9,2013-08-24,17.55941853387857
109.04,2013-08-25,17.637304248164288
117.52,2013-08-26,17.721247105307143
119.25,2013-08-27,17.806425676735714
117.72,2013-08-28,17.890511391021427
124.79,2013-08-29,17.979647105307144
132.75,2013-08-30,18.074468533878573
124.84,2013-08-31,18.16363996245
131.03,2013-09-01,18.257232819592858
130.45,2013-09-02,18.350411391021428
130.09,2013-09-03,18.443332819592857
124.51,2013-09-04,18.53226853387857
122.44,2013-09-05,18.619725676735715
122.63,2013-09-06,18.70731853387857
118.51,2013-09-07,18.79196853387857
121.66,2013-09-08,18.87886853387857
118.18,2013-09-09,18.963282819592855
124.1,2013-09-10,19.051925676735713
128.45,2013-09-11,19.143675676735715
126.54,2013-09-12,19.234061391021427
124.32,2013-09-13,19.32286139102143
125.46,2013-09-14,19.412475676735713
124.05,2013-09-15,19.50108281959286
127.56,2013-09-16,19.592197105307143
127.23,2013-09-17,19.683075676735715
139.15,2013-09-18,19.78246853387857
123.98,2013-09-19,19.871025676735716
123.5,2013-09-20,19.95923996245
123.04,2013-09-21,20.047125676735714
123.02,2013-09-22,20.134997105307143
122.59,2013-09-23,20.22256139102143
122.65,2013-09-24,20.31016853387857
123.85,2013-09-25,20.39863281959286
125.6,2013-09-26,20.48834710530714
124.65,2013-09-27,20.57738281959286
128.1,2013-09-28,20.668882819592856
125.8,2013-09-29,20.75873996245
127.01,2013-09-30,20.84946139102143
104.47,2013-10-01,20.924082819592858
116.95,2013-10-02,21.00761853387857
103.85,2013-10-03,21.081797105307142
121.51,2013-10-04,21.16858996245
121.6,2013-10-05,21.25544710530714
121.2,2013-10-06,21.34201853387857
123.84,2013-10-07,21.430475676735714
126.08,2013-10-08,21.52053281959286
124.12,2013-10-09,21.60918996245
126.84,2013-10-10,21.69978996245
127.53,2013-10-11,21.790882819592856
127.41,2013-10-12,21.88188996245
135.69,2013-10-13,21.97881139102143
139.24,2013-10-14,22.07826853387857
135.17,2013-10-15,22.17481853387857
143.33,2013-10-16,22.277197105307142
150.59,2013-10-17,22.384761391021428
143.94,2013-10-18,22.487575676735716
165.71,2013-10-19,22.60593996245
177.07,2013-10-20,22.732418533878572
186.12,2013-10-21,22.865361391021427
199.95,2013-10-22,23.008182819592857
195.78,2013-10-23,23.148025676735713
203.7,2013-10-24,23.293525676735715
179.71,2013-10-25,23.42188996245
189.06,2013-10-26,23.556932819592856
179.56,2013-10-27,23.68518996245
202.09,2013-10-28,23.82953996245
203.39,2013-10-29,23.97481853387857
216.0,2013-10-30,24.129104248164285
203.24,2013-10-31,24.274275676735716
204.15,2013-11-01,24.42009710530714
203.0,2013-11-02,24.565097105307142
225.1,2013-11-03,24.725882819592858
246.63,2013-11-04,24.902047105307144
229.95,2013-11-05,25.06629710530714
292.32,2013-11-06,25.27509710530714
325.56,2013-11-07,25.50763996245
291.02,2013-11-08,25.715511391021426
296.91,2013-11-09,25.92758996245
339.38,2013-11-10,26.170004248164286
328.0,2013-11-11,26.40428996245
391.64,2013-11-12,26.684032819592858
416.5,2013-11-13,26.981532819592857
393.0,2013-11-14,27.262247105307143
433.53,2013-11-15,27.571911391021427
463.0,2013-11-16,27.902625676735713
437.24,2013-11-17,28.214939962450003
559.99,2013-11-18,28.61493281959286
595.0,2013-11-19,29.03993281959286
547.0,2013-11-20,29.430647105307145
761.0,2013-11-21,29.974218533878574
837.99,2013-11-22,30.572782819592856
795.0,2013-11-23,31.14063996245
814.0,2013-11-24,31.72206853387857
844.9,2013-11-25,32.325568533878574
814.56,2013-11-26,32.90739710530714
1009.0,2013-11-27,33.62811139102143
1083.9,2013-11-28,34.402325676735714
1014.1,2013-11-29,35.12668281959286
970.0,2013-11-30,35.81953996245
992.27,2013-12-01,36.52830424816429
955.01,2013-12-02,37.21045424816428
1151.0,2013-12-03,38.03259710530714
1028.34,2013-12-04,38.767125676735716
1136.9,2013-12-05,39.579197105307145
727.29,2013-12-06,40.09868996245
722.99,2013-12-07,40.61511139102143
705.91,2013-12-08,41.119332819592856
936.98,2013-12-09,41.78860424816428
886.2,2013-12-10,42.421604248164286
978.76,2013-12-11,43.12071853387857
874.0,2013-12-12,43.745004248164285
864.7,2013-12-13,44.36264710530714
885.0,2013-12-14,44.99478996245
709.0,2013-12-15,45.50121853387857
702.05,2013-12-16,46.002682819592856
690.0,2013-12-17,46.49553996245
653.0,2013-12-18,46.961968533878576
660.0,2013-12-19,47.43339710530715
685.3,2013-12-20,47.922897105307136
637.0,2013-12-21,48.37789710530714
639.9,2013-12-22,48.83496853387857
614.11,2013-12-23,49.273618533878576
658.07,2013-12-24,49.74366853387857
734.42,2013-12-25,50.26825424816428
679.02,2013-12-26,50.75326853387857
701.61,2013-12-27,51.25441853387857
714.79,2013-12-28,51.76498281959285
715.0,2013-12-29,52.27569710530714
731.0,2013-12-30,52.79783996245
746.9,2013-12-31,53.33133996245
732.0,2014-01-01,53.85419710530714
806.21,2014-01-02,54.430061391021425
822.38,2014-01-03,55.017475676735714
807.39,2014-01-04,55.59418281959286
934.21,2014-01-05,56.26147567673572
867.38,2014-01-06,56.88103281959285
915.69,2014-01-07,57.53509710530714
809.17,2014-01-08,58.11307567673571
827.46,2014-01-09,58.70411853387857
826.28,2014-01-10,59.294318533878574
851.0,2014-01-11,59.902175676735716
807.83,2014-01-12,60.47919710530714
844.04,2014-01-13,61.082082819592856
847.7,2014-01-14,61.687582819592855
830.9,2014-01-15,62.28108281959286
841.83,2014-01-16,62.882389962450006
801.53,2014-01-17,63.45491139102143
833.0,2014-01-18,64.04991139102142
811.2,2014-01-19,64.62933996245
822.56,2014-01-20,65.21688281959285
813.05,2014-01-21,65.79763281959286
824.78,2014-01-22,66.38676139102142
789.1,2014-01-23,66.95040424816429
806.0,2014-01-24,67.52611853387857
780.02,2014-01-25,68.08327567673571
777.0,2014-01-26,68.63827567673572
800.2,2014-01-27,69.20984710530715
747.57,2014-01-28,69.74382567673571
799.37,2014-01-29,70.31480424816428
802.5,2014-01-30,70.88801853387857
800.0,2014-01-31,71.45944710530713
819.57,2014-02-01,72.04485424816428
813.8,2014-02-02,72.62613996245
814.34,2014-02-03,73.20781139102142
800.0,2014-02-04,73.77923996245
778.0,2014-02-05,74.33495424816428
781.0,2014-02-06,74.89281139102143
707.0,2014-02-07,75.39781139102143
710.0,2014-02-08,75.90495424816429
680.8,2014-02-09,76.39123996245
670.0,2014-02-10,76.86981139102143
667.01,2014-02-11,77.34624710530714
675.1,2014-02-12,77.82846139102143
672.1,2014-02-13,78.30853281959286
651.42,2014-02-14,78.77383281959285
670.29,2014-02-15,79.25261139102143
642.0,2014-02-16,79.71118281959286
626.77,2014-02-17,80.15887567673572
629.96,2014-02-18,80.60884710530713
582.7,2014-02-19,81.02506139102142
566.16,2014-02-20,81.42946139102143
563.0,2014-02-21,81.83160424816428
626.77,2014-02-22,82.27929710530715
545.0,2014-02-23,82.66858281959286
611.05,2014-02-24,83.10504710530715
585.38,2014-02-25,83.5231756767357
585.17,2014-02-26,83.94115424816428
585.21,2014-02-27,84.35916139102143
571.5,2014-02-28,84.76737567673571
559.88,2014-03-01,85.16728996245
567.48,2014-03-02,85.57263281959285
677.61,2014-03-03,86.05663996245
664.85,2014-03-04,86.53153281959287
673.28,2014-03-05,87.01244710530715
621.3,2014-03-06,87.45623281959286
609.0,2014-03-07,87.89123281959286
631.99,2014-03-08,88.34265424816428
621.99,2014-03-09,88.78693281959286
622.9,2014-03-10,89.23186139102143
629.33,2014-03-11,89.68138281959286
642.61,2014-03-12,90.14038996245
636.47,2014-03-13,90.59501139102143
641.01,2014-03-14,91.05287567673571
634.94,2014-03-15,91.50640424816429
624.7,2014-03-16,91.95261853387856
634.99,2014-03-17,92.40618281959286
608.41,2014-03-18,92.84076139102143
590.0,2014-03-19,93.26218996245001
611.2,2014-03-20,93.69876139102142
557.0,2014-03-21,94.09661853387857
567.13,2014-03-22,94.50171139102142
563.01,2014-03-23,94.90386139102142
580.02,2014-03-24,95.31816139102142
585.7,2014-03-25,95.73651853387857
585.79,2014-03-26,96.15493996245
503.0,2014-03-27,96.51422567673572
499.94,2014-03-28,96.87132567673572
499.6,2014-03-29,97.22818281959285
457.0,2014-03-30,97.55461139102142
479.51,2014-03-31,97.89711853387857
457.49,2014-04-01,98.22389710530713
446.31,2014-04-02,98.54268996244998
446.01,2014-04-03,98.86126853387857
448.72,2014-04-04,99.18178281959285
459.67,2014-04-05,99.51011853387858
447.74,2014-04-06,99.82993281959286
458.0,2014-04-07,100.15707567673572
443.1,2014-04-08,100.47357567673572
401.0,2014-04-09,100.7600042481643
441.93,2014-04-10,101.07566853387857
424.98,2014-04-11,101.37922567673573
405.0,2014-04-12,101.66851139102144
423.37,2014-04-13,101.97091853387857
489.91,2014-04-14,102.3208542481643
511.5,2014-04-15,102.68621139102143
523.0,2014-04-16,103.05978281959287
479.98,2014-04-17,103.40262567673571
499.9,2014-04-18,103.75969710530715
482.11,2014-04-19,104.10406139102143
496.5,2014-04-20,104.45870424816428
493.33,2014-04-21,104.81108281959285
498.38,2014-04-22,105.16706853387856
491.6,2014-04-23,105.51821139102142
459.15,2014-04-24,105.84617567673571
502.15,2014-04-25,106.20485424816428
440.1,2014-04-26,106.51921139102143
447.0,2014-04-27,106.83849710530714
438.8,2014-04-28,107.15192567673571
449.0,2014-04-29,107.47263996245
460.01,2014-04-30,107.80121853387857
452.03,2014-05-01,108.12409710530713
434.5,2014-05-02,108.43445424816427
436.21,2014-05-03,108.74603281959287
440.0,2014-05-04,109.06031853387857
430.33,2014-05-05,109.36769710530714
446.65,2014-05-06,109.68673281959285
428.01,2014-05-07,109.99245424816428
452.02,2014-05-08,110.31532567673571
452.42,2014-05-09,110.63848281959285
449.0,2014-05-10,110.95919710530714
441.5,2014-05-11,111.27455424816429
438.95,2014-05-12,111.58808996245001
442.45,2014-05-13,111.90412567673572
448.99,2014-05-14,112.22483281959285
449.51,2014-05-15,112.54591139102142
446.53,2014-05-16,112.86486139102142
447.14,2014-05-17,113.18424710530715
446.42,2014-05-18,113.50311853387856
446.89,2014-05-19,113.82232567673572
494.87,2014-05-20,114.17580424816428
523.84,2014-05-21,114.54997567673571
493.97,2014-05-22,114.90281139102143
521.52,2014-05-23,115.2753256767357
575.0,2014-05-24,115.68603996245
527.91,2014-05-25,116.06311853387857
581.87,2014-05-26,116.47873996244999
